1997	1	1	0.00127804	0.00002061	0.00002492	0.00005639	0.03914243	0.00195712	0.00000955	0.00408716	0.00020436	0.000001	0.3336422
1997	1	2	0.0017535	0.00002828	0.00003419	0.00007737	0.05370432	0.00268522	0.0000131	0.00560768	0.00028038	0.00000137	0.3308713
1997	1	3	0.00164569	0.00002654	0.00003209	0.00007262	0.05040265	0.00252013	0.00001229	0.00526293	0.00026315	0.00000128	0.33004
1997	1	4	0.00154328	0.00002489	0.00003009	0.0000681	0.04726606	0.0023633	0.00001153	0.00493541	0.00024677	0.0000012	0.3253295
1997	1	5	0.00155338	0.00002505	0.00003029	0.00006854	0.0475755	0.00237877	0.0000116	0.00496772	0.00024839	0.00000121	0.3217273
1997	1	6	0.00191048	0.00003081	0.00003725	0.0000843	0.05851229	0.00292561	0.00001427	0.00610972	0.00030549	0.00000149	0.317848
1997	1	7	0.00224105	0.00003614	0.0000437	0.00009889	0.06863656	0.00343183	0.00001674	0.00716687	0.00035834	0.00000175	0.3142458
1997	1	8	0.00225812	0.00003641	0.00004403	0.00009964	0.06915951	0.00345798	0.00001687	0.00722147	0.00036107	0.00000176	0.3100895
1997	1	9	0.00205778	0.00003318	0.00004013	0.0000908	0.0630237	0.00315118	0.00001537	0.00658079	0.00032904	0.00000161	0.3084269
1997	1	10	0.00205838	0.00003319	0.00004014	0.00009083	0.06304209	0.0031521	0.00001538	0.00658271	0.00032914	0.00000161	0.3051018
1997	1	11	0.00217966	0.00003515	0.0000425	0.00009618	0.0667563	0.00333781	0.00001628	0.00697054	0.00034853	0.0000017	0.3023309
1997	1	12	0.00211338	0.00003408	0.00004121	0.00009325	0.06472663	0.00323633	0.00001579	0.0067586	0.00033793	0.00000165	0.302608
1997	1	13	0.00207701	0.00003349	0.0000405	0.00009165	0.06361266	0.00318063	0.00001552	0.00664229	0.00033211	0.00000162	0.302608
1997	1	14	0.0017685	0.00002852	0.00003449	0.00007803	0.05416376	0.00270819	0.00001321	0.00565565	0.00028278	0.00000138	0.3051018
1997	1	15	0.00197597	0.00003186	0.00003853	0.00008719	0.06051818	0.00302591	0.00001476	0.00631917	0.00031596	0.00000154	0.3070415
1997	1	16	0.00201582	0.00003251	0.00003931	0.00008895	0.06173856	0.00308693	0.00001506	0.0064466	0.00032233	0.00000157	0.3051018
1997	1	17	0.00168455	0.00002716	0.00003285	0.00007433	0.0515926	0.00257963	0.00001258	0.00538718	0.00026936	0.00000131	0.3014996
1997	1	18	0.00174137	0.00002808	0.00003396	0.00007684	0.05333303	0.00266665	0.00001301	0.00556891	0.00027845	0.00000136	0.2998371
1997	1	19	0.00177731	0.00002866	0.00003466	0.00007842	0.05443361	0.00272168	0.00001328	0.00568383	0.00028419	0.00000139	0.2981745
1997	1	20	0.00155015	0.000025	0.00003023	0.0000684	0.04747655	0.00237383	0.00001158	0.00495739	0.00024787	0.00000121	0.296512
1997	1	21	0.00146992	0.0000237	0.00002866	0.00006486	0.04501916	0.00225096	0.00001098	0.0047008	0.00023504	0.00000115	0.2954036
1997	1	22	0.00158011	0.00002548	0.00003081	0.00006972	0.04839409	0.0024197	0.0000118	0.0050532	0.00025266	0.00000123	0.293464
1997	1	23	0.00199791	0.00003222	0.00003896	0.00008816	0.06118988	0.00305949	0.00001492	0.0063893	0.00031947	0.00000156	0.2926327
1997	1	24	0.00215338	0.00003472	0.00004199	0.00009502	0.06595167	0.00329758	0.00001609	0.00688652	0.00034433	0.00000168	0.293464
1997	1	25	0.00195971	0.0000316	0.00003821	0.00008647	0.06001999	0.003001	0.00001464	0.00626715	0.00031336	0.00000153	0.2926327
1997	1	26	0.0018562	0.00002993	0.0000362	0.00008191	0.05684999	0.0028425	0.00001387	0.00593614	0.00029681	0.00000145	0.2887535
1997	1	27	0.0017148	0.00002765	0.00003344	0.00007567	0.05251904	0.00262595	0.00001281	0.00548392	0.0002742	0.00000134	0.2865367
1997	1	28	0.00171807	0.0000277	0.0000335	0.00007581	0.05261941	0.00263097	0.00001283	0.0054944	0.00027472	0.00000134	0.2834887
